#{"t_start": 1770201107.09923, "env_id": "None"}
r,l,t
-19.284971,1,231.275972
-31.875173,1,231.275972
-14.92396,1,231.275972
-8.745497,1,231.275972
-16.685206,1,231.275972
100.0,1,231.275972
-14.567752,1,231.275972
-26.253073,1,231.275972
-22.640572,1,231.275972
-21.403894,1,231.291101
100.0,1,231.291101
-24.235175,1,231.291101
-15.479072,1,231.291101
-11.233714,1,231.291101
-18.8389,1,231.291101
-23.22314,1,231.291101
-16.03795,1,231.291101
-11.025484,1,231.291101
-18.452881,1,231.291101
100.0,1,231.307153
-17.935894,1,231.30917
-15.689721,1,231.31118
-9.648203,1,231.313191
-16.332279,1,231.313191
-31.579425,1,231.315201
-17.228774,1,231.317209
-33.717891,1,231.319218
-24.675695,1,231.319218
-26.027697,1,231.321227
-28.74784,1,231.327003
-14.336375,1,231.33102
-30.614137,1,231.333029
-9.836361,1,231.337045
-16.451468,1,231.339438
-16.186271,1,231.341279
-14.435408,1,231.343935
100.0,1,231.344929
-10.731553,1,231.344929
-32.265648,1,231.348835
-14.632775,1,231.352256
-35.153557,1,231.355702
-14.020072,1,231.358968
-24.693675,1,231.361965
-27.52021,1,231.362981
-9.304929,1,231.362981
-13.382436,1,231.362981
-23.074668,1,231.362981
-15.791344,1,231.362981
-16.304936,1,231.378963
-6.469665,1,231.378963
100.0,1,231.378963
-19.775762,1,231.378963
-15.312812,1,231.378963
-20.027168,1,231.378963
-24.070918,1,231.378963
100.0,1,231.378963
-11.729195,1,231.378963
-10.997386,1,231.378963
-12.680457,1,231.394694
-37.93594,1,231.394694
-28.368062,1,231.394694
-15.027003,1,231.394694
-8.77445,1,231.394694
-18.112777,1,231.394694
-16.432001,1,231.394694
-19.464896,1,231.394694
-16.088471,1,231.394694
-42.048263,1,231.394694
-8.161826,1,231.410798
-25.064151,1,231.410798
-14.790499,1,231.410798
-33.456835,1,231.410798
-26.426196,1,231.410798
-20.646369,1,231.410798
-8.111968,1,231.410798
-9.18568,1,231.410798
-15.100041,1,231.410798
-19.705648,1,231.426481
-31.54608,1,231.426481
-13.84068,1,231.426481
-36.446045,1,231.426481
-21.639116,1,231.426481
-21.900541,1,231.426481
-32.784716,1,231.426481
-19.101142,1,231.426481
-9.770624,1,231.442472
-26.841783,1,231.444762
-20.580449,1,231.446097
-24.686161,1,231.448535
-41.84701,1,231.448535
-21.416328,1,231.448535
-21.384156,1,231.452944
-20.39924,1,231.45501
-31.588717,1,231.457003
-15.760387,1,231.458002
-8.33772,1,231.459953
-11.068776,1,231.461184
-16.334334,1,231.463141
100.0,1,231.466137
100.0,1,231.467264
100.0,1,231.467264
-11.775881,1,231.467264
-21.036561,1,231.467264
-24.526404,1,231.467264
-23.096445,1,231.467264
-31.875173,1,231.467264
-32.845976,1,231.467264
-22.458956,1,231.467264
-29.43915,1,231.467264
-40.04466,1,231.483166
-8.650629,1,231.483166
-8.31351,1,231.483166
100.0,1,231.483166
-10.010497,1,231.483166
-13.575672,1,231.483166
100.0,1,231.483166
-21.105647,1,231.483166
-23.090253,1,231.483166
-15.635315,1,231.483166
-8.321183,1,231.499334
-21.396646,1,231.50178
-26.649632,1,231.502939
-22.364154,1,231.505038
-24.972055,1,231.506025
-15.236724,1,231.508481
-28.599164,1,231.508481
-31.21631,1,231.508481
-16.335368,1,231.508481
100.0,1,231.508481
-17.547091,1,231.508481
-23.556664,1,231.508481
100.0,1,231.508481
-25.353819,1,231.508481
100.0,1,231.508481
-34.489167,1,231.523793
-25.919791,1,231.523793
100.0,1,231.523793
-24.566121,1,231.523793
-11.82087,1,231.523793
100.0,1,231.523793
-28.173477,1,231.523793
-38.333293,1,231.523793
-9.461315,1,231.523793
-16.333316,1,231.523793
100.0,1,231.539581
100.0,1,231.539581
-13.907827,1,231.539581
-11.863244,1,231.539581
-9.350026,1,231.539581
-12.050466,1,231.557553
-19.091103,1,231.558567
-19.435568,1,231.560558
-9.376808,1,231.561557
-18.127528,1,231.56356
-8.646019,1,231.564559
-12.23259,1,231.564559
100.0,1,231.564559
-21.435106,1,231.564559
-16.876247,1,231.571093
-22.718688,1,231.574019
-9.744143,1,231.574019
-20.173107,1,231.578004
-17.272858,1,231.580143
-15.820517,1,231.581138
-24.369354,1,231.583147
-22.827405,1,231.585056
100.0,1,231.586335
-21.308205,1,231.58829
100.0,1,231.590285
-25.691745,1,231.591283
-14.875617,1,231.592292
-15.027003,1,231.592292
-16.361251,1,231.592292
-34.625695,1,231.592292
-28.699777,1,231.592292
-15.998026,1,231.592292
-19.899923,1,231.592292
-13.033061,1,231.592292
100.0,1,231.592292
-11.784422,1,231.592292
-36.004604,1,231.608142
-11.618428,1,231.608142
-38.868444,1,231.608142
-31.4499,1,231.608142
-16.827078,1,231.608142
-32.425613,1,231.608142
-15.896465,1,231.608142
-16.045779,1,231.608142
-20.90657,1,231.608142
-21.936883,1,231.624023
-19.263652,1,231.624023
-11.938889,1,231.624023
-30.291278,1,231.624023
-12.272795,1,231.624023
-21.385106,1,231.642169
-11.119755,1,231.644182
-8.549926,1,231.648217
-15.888522,1,231.650234
-12.986551,1,231.654267
-11.195993,1,231.656072
-21.466244,1,231.656072
-19.089426,1,231.656072
-20.487361,1,231.656072
-8.732469,1,231.656072
100.0,1,231.656072
-15.638061,1,231.656072
100.0,1,231.656072
-19.338249,1,231.656072
-7.972019,1,231.674521
-32.301661,1,231.677058
-13.78334,1,231.67828
-16.859459,1,231.67828
-22.791811,1,231.682124
-32.846109,1,231.684187
-22.711951,1,231.686188
-28.076976,1,231.687188
-36.533446,1,231.689138
-19.663274,1,231.690257
-20.655189,1,231.692297
-27.253398,1,231.693307
-28.199534,1,231.695301
-29.954041,1,231.696314
-27.778387,1,231.696314
-12.16014,1,231.696314
-14.819908,1,231.696314
100.0,1,231.696314
-12.127335,1,231.696314
-14.927887,1,231.696314
-23.361282,1,231.696314
-14.881441,1,231.696314
-15.51893,1,231.696314
-12.788079,1,231.712138
-10.993811,1,231.712138
-19.560864,1,231.712138
-17.259187,1,231.712138
-18.553514,1,231.712138
-18.010331,1,231.712138
-28.33401,1,231.712138
-8.328602,1,231.712138
-30.597021,1,231.712138
-25.385154,1,231.712138
-13.853178,1,231.728069
-21.384039,1,231.728069
-5.75522,1,231.728069
-14.817019,1,231.728069
-12.005385,1,231.735677
-21.524961,1,231.735677
-15.636308,1,231.735677
-9.314899,1,231.735677
-19.96478,1,231.735677
-10.511763,1,231.744156
-13.41936,1,231.744156
-15.096004,1,231.744156
100.0,1,231.744156
-29.890166,1,231.744156
100.0,1,231.744156
-20.134721,1,231.744156
-25.240495,1,231.744156
100.0,1,231.744156
-12.31083,1,231.744156
-18.211336,1,231.759975
-16.80933,1,231.759975
-26.275931,1,231.759975
-15.126136,1,231.759975
-24.382925,1,231.759975
100.0,1,231.759975
-14.340821,1,231.759975
-15.716091,1,231.759975
-24.453867,1,231.776107
-49.454974,1,231.779832
-41.701271,1,231.782696
-28.623404,1,231.782696
-23.764996,1,231.786555
-30.062351,1,231.788275
100.0,1,231.790291
-40.802898,1,231.791274
-30.693783,1,231.7932
-12.310225,1,231.79458
-18.200613,1,231.796569
-18.387647,1,231.797575
-23.190234,1,231.800104
-11.883215,1,231.801551
-33.71829,1,231.802549
-30.822778,1,231.804535
-27.534018,1,231.806549
-17.313782,1,231.807516
100.0,1,231.807516
-12.57554,1,231.807516
100.0,1,231.807516
-10.507969,1,231.807516
-12.172289,1,231.807516
-7.088094,1,231.807516
-22.577844,1,231.807516
100.0,1,231.807516
-11.376989,1,231.807516
100.0,1,231.823346
100.0,1,231.823346
-37.136912,1,231.823346
-23.023011,1,231.823346
-14.782806,1,231.823346
-30.692823,1,231.823346
-36.919679,1,231.823346
-17.324527,1,231.823346
-20.064307,1,231.823346
-24.455257,1,231.823346
-10.854866,1,231.823346
-8.79185,1,231.839553
-14.009273,1,231.839553
-18.025463,1,231.839553
100.0,1,231.839553
100.0,1,231.839553
-17.835549,1,231.839553
-21.329517,1,231.839553
-17.516135,1,231.839553
-11.496586,1,231.839553
-23.670486,1,231.855348
-33.265912,1,231.855348
-25.252733,1,231.855348
-10.773534,1,231.855348
-13.72238,1,231.855348
-18.510353,1,231.855348
-10.600168,1,231.855348
-34.758139,1,231.855348
-20.195857,1,231.855348
-19.091103,1,231.855348
-21.382102,1,231.87148
-17.679506,1,231.87148
-17.105337,1,231.87148
-9.099389,1,231.87148
-12.975951,1,231.87148
-11.588458,1,231.87148
-41.591322,1,231.87148
-12.287882,1,231.87148
-29.892856,1,231.87148
-8.960603,1,231.889339
-7.938025,1,231.894031
-7.895722,1,231.894031
-20.357179,1,231.898151
-19.775903,1,231.899259
100.0,1,231.901259
100.0,1,231.903259
-5.252804,1,231.90426
-16.122862,1,231.905986
100.0,1,231.907999
-9.686986,1,231.908999
-18.177399,1,231.911346
-18.130997,1,231.912735
100.0,1,231.913745
-34.525021,1,231.915732
-14.502991,1,231.916751
-11.520833,1,231.918735
-14.410422,1,231.918735
-31.846793,1,231.918735
-10.879252,1,231.918735
-18.647588,1,231.918735
-13.86079,1,231.918735
-18.913336,1,231.918735
-23.947506,1,231.918735
-16.304053,1,231.918735
-16.928812,1,231.918735
-14.976371,1,231.934571
100.0,1,231.934571
-34.603771,1,231.934571
-8.448751,1,231.934571
-24.272748,1,231.934571
-34.318296,1,231.934571
-18.351115,1,231.934571
-21.44524,1,231.934571
-21.623122,1,231.934571
-16.239404,1,231.934571
-12.834568,1,231.950339
-11.767712,1,231.950339
-22.976854,1,231.950339
-38.088927,1,231.950339
-31.803624,1,231.950339
-15.225287,1,231.950339
-17.643184,1,231.950339
-15.206511,1,231.950339
100.0,1,231.950339
-27.182676,1,231.950339
-8.106983,1,231.966104
-12.82457,1,231.966104
100.0,1,231.966104
-17.030341,1,231.966104
-11.036512,1,231.966104
-8.929667,1,231.966104
-12.004329,1,231.966104
-22.503725,1,231.966104
-9.350469,1,231.966104
-17.667604,1,231.966104
-30.641634,1,231.982019
100.0,1,231.982019
-16.019042,1,231.982019
100.0,1,231.982019
-31.045498,1,231.998021
-18.505361,1,231.99978
-12.368059,1,232.001671
-15.11063,1,232.00414
-16.403915,1,232.00414
-18.047815,1,232.00414
-15.464356,1,232.00861
100.0,1,232.010683
-16.942874,1,232.011691
-11.524058,1,232.013673
-15.122877,1,232.015662
-30.143799,1,232.01682
-26.07321,1,232.018912
-12.217636,1,232.019902
-19.838899,1,232.021915
-18.718352,1,232.022847
-34.762941,1,232.022847
-17.067579,1,232.022847
-18.045805,1,232.022847
-12.496377,1,232.022847
-15.919772,1,232.022847
-14.78446,1,232.022847
100.0,1,232.022847
100.0,1,232.022847
-14.204866,1,232.022847
-15.082095,1,232.038909
-27.209897,1,232.038909
-16.42403,1,232.038909
-21.473757,1,232.038909
-28.856642,1,232.038909
-11.320678,1,232.038909
-17.827365,1,232.038909
-15.548955,1,232.038909
-16.431634,1,232.038909
-9.444539,1,232.038909
100.0,1,232.055037
-37.225489,1,232.055037
-27.785852,1,232.055037
-18.977994,1,232.055037
-19.463434,1,232.055037
-24.060476,1,232.07119
-19.79516,1,232.07119
-26.513936,1,232.07119
-11.157475,1,232.07119
-27.930391,1,232.07119
-23.102503,1,232.07119
-16.780689,1,232.087455
-16.670486,1,232.087455
-33.645444,1,232.087455
-28.657416,1,232.099979
-29.666202,1,232.104813
-36.957327,1,232.107866
-20.838144,1,232.109872
100.0,1,232.112987
100.0,1,232.115248
100.0,1,232.116254
-8.737099,1,232.118255
-15.7519,1,232.119669
-26.756908,1,232.121791
-18.382572,1,232.122801
-34.305948,1,232.124789
-19.265909,1,232.12656
-15.418202,1,232.128179
100.0,1,232.129187
-21.23164,1,232.131184
100.0,1,232.13219
-40.192477,1,232.13418
-15.254229,1,232.13418
-22.367345,1,232.13418
-9.259327,1,232.13418
-8.717021,1,232.13418
-16.1787,1,232.13418
-16.176751,1,232.13418
-9.282052,1,232.13418
-21.966779,1,232.13418
-17.544036,1,232.13418
100.0,1,232.149929
-8.206566,1,232.149929
-19.705424,1,232.149929
-31.721433,1,232.149929
100.0,1,232.149929
-16.589799,1,232.149929
100.0,1,232.149929
-21.9363,1,232.149929
-35.293364,1,232.149929
100.0,1,232.149929
-11.296268,1,232.165967
-14.956923,1,232.165967
-12.624896,1,232.165967
-18.735605,1,232.165967
-27.002872,1,232.165967
-31.529071,1,232.165967
-24.575033,1,232.165967
100.0,1,232.165967
-10.302631,1,232.165967
-21.804571,1,232.165967
-24.978762,1,232.182088
-15.94423,1,232.182088
-9.758409,1,232.182088
100.0,1,232.182088
-19.312826,1,232.182088
-23.712182,1,232.182088
-28.442683,1,232.182088
-26.80786,1,232.182088
-9.837513,1,232.182088
-27.411652,1,232.182088
-18.549315,1,232.198032
-43.420498,1,232.198032
-13.504808,1,232.198032
-34.10698,1,232.198032
-18.609581,1,232.198032
-22.849854,1,232.198032
-32.538505,1,232.198032
-9.71534,1,232.198032
100.0,1,232.198032
100.0,1,232.215635
-28.837216,1,232.21925
-9.120192,1,232.220246
-10.305614,1,232.220246
-32.321232,1,232.224686
100.0,1,232.225679
-13.775704,1,232.227689
-33.034858,1,232.228684
-11.537341,1,232.230688
100.0,1,232.232846
-15.853071,1,232.233846
-8.205836,1,232.235845
-20.680788,1,232.23684
-43.91549,1,232.237852
-17.45106,1,232.237852
100.0,1,232.237852
-19.316715,1,232.237852
-10.227535,1,232.237852
-18.369935,1,232.237852
-10.81328,1,232.237852
-16.35341,1,232.237852
-24.603242,1,232.237852
-28.524847,1,232.237852
-16.780689,1,232.253671
-17.992216,1,232.253671
-10.988025,1,232.253671
-20.062046,1,232.253671
-23.970327,1,232.253671
-23.450655,1,232.253671
-19.244382,1,232.253671
-11.348499,1,232.253671
100.0,1,232.253671
-19.712699,1,232.253671
-14.85858,1,232.269754
-19.019671,1,232.269754
-11.160487,1,232.269754
-23.334638,1,232.269754
-30.850637,1,232.269754
-32.190674,1,232.269754
-33.97573,1,232.269754
-18.68455,1,232.269754
-13.445103,1,232.269754
-20.836878,1,232.269754
-30.462898,1,232.285708
-16.39922,1,232.285708
-12.135518,1,232.285708
-13.521654,1,232.285708
100.0,1,232.285708
-33.032157,1,232.285708
-22.139057,1,232.285708
100.0,1,232.285708
-13.593034,1,232.285708
-18.957604,1,232.285708
-13.533627,1,232.303104
-17.789909,1,232.303104
-17.359328,1,232.303104
-32.891967,1,232.303104
-19.249189,1,232.303104
-18.147875,1,232.303104
-14.208267,1,232.303104
-25.058318,1,232.303104
100.0,1,232.318813
-13.280422,1,232.322514
-10.259659,1,232.323424
-28.505794,1,232.323424
-8.583446,1,232.327906
-22.601732,1,232.330043
-10.340642,1,232.331043
-25.38604,1,232.333041
-15.17563,1,232.334952
-18.142753,1,232.336186
-17.64481,1,232.337196
-31.805626,1,232.339196
-24.172654,1,232.341188
-17.924126,1,232.342188
-15.023537,1,232.342188
-22.866795,1,232.342188
100.0,1,232.342188
-43.069204,1,232.342188
-13.054198,1,232.342188
-21.720512,1,232.342188
-42.511321,1,232.342188
-25.371816,1,232.342188
100.0,1,232.342188
-29.518016,1,232.358103
-14.828789,1,232.358103
-20.694504,1,232.358103
-20.984688,1,232.358103
-9.54692,1,232.358103
-12.625739,1,232.358103
-21.186983,1,232.358103
-7.899584,1,232.358103
-20.451461,1,232.358103
-23.521882,1,232.358103
-16.565804,1,232.374293
100.0,1,232.374293
-35.643004,1,232.374293
100.0,1,232.374293
-9.147669,1,232.374293
-17.45106,1,232.374293
-15.622047,1,232.390552
-27.015176,1,232.390552
-17.713213,1,232.390552
-31.390739,1,232.390552
-12.152105,1,232.390552
-9.934537,1,232.406673
-19.107617,1,232.406673
-11.182435,1,232.406673
-35.762265,1,232.406673
-9.040616,1,232.422709
-41.702402,1,232.424763
-15.694693,1,232.427189
-17.055171,1,232.429254
-20.98554,1,232.429254
-25.81362,1,232.432137
-8.979713,1,232.434282
-23.932167,1,232.435282
-6.401157,1,232.437276
-31.727893,1,232.43827
-12.305407,1,232.44018
100.0,1,232.441179
-28.70264,1,232.443225
100.0,1,232.445228
-20.179882,1,232.446223
-11.036302,1,232.446223
-19.451894,1,232.446223
-16.362314,1,232.446223
-16.901497,1,232.446223
-27.193594,1,232.446223
-23.069041,1,232.446223
-17.975298,1,232.446223
-39.000545,1,232.446223
-13.341191,1,232.446223
-12.289706,1,232.462798
-24.153486,1,232.464809
100.0,1,232.464809
100.0,1,232.466819
-16.33723,1,232.468827
-15.918001,1,232.470836
100.0,1,232.472844
-15.943472,1,232.472844
-10.563087,1,232.474853
-7.977021,1,232.476861
-14.875043,1,232.47787
-8.921166,1,232.479883
-18.317445,1,232.481895
-27.620421,1,232.483904
-40.075903,1,232.485913
-22.145285,1,232.485913
-17.099966,1,232.487921
-14.081329,1,232.48993
-15.703063,1,232.491938
-26.909579,1,232.493691
-13.902585,1,232.493691
100.0,1,232.493691
-23.130347,1,232.493691
-26.887758,1,232.493691
-40.641269,1,232.493691
-17.719652,1,232.493691
-8.743137,1,232.493691
-10.858171,1,232.493691
-25.159182,1,232.493691
-24.00542,1,232.509705
-17.976105,1,232.513649
-22.955063,1,232.515464
-22.503725,1,232.517591
-18.510572,1,232.520723
-21.724685,1,232.521721
-8.541755,1,232.525223
-23.781134,1,232.528309
-25.124995,1,232.529606
-18.482649,1,232.529606
-10.487384,1,232.537327
-26.857619,1,232.537327
-15.062075,1,232.537327
100.0,1,232.537327
-23.814978,1,232.54427
100.0,1,232.54527
-33.122679,1,232.54727
-16.536293,1,232.54827
-18.709093,1,232.550222
-23.181749,1,232.551505
-21.711685,1,232.553501
-22.602898,1,232.555513
-17.255235,1,232.5565
-23.698812,1,232.557499
-18.220958,1,232.557499
-8.916708,1,232.557499
-12.591721,1,232.557499
-9.380085,1,232.557499
-23.659276,1,232.557499
-16.256526,1,232.557499
-22.307402,1,232.557499
-15.766926,1,232.557499
-49.334886,1,232.557499
100.0,1,232.573416
-17.739337,1,232.573416
-43.805545,1,232.573416
-23.234407,1,232.573416
-13.23509,1,232.573416
-8.00064,1,232.573416
100.0,1,232.573416
-18.413983,1,232.573416
-36.368232,1,232.573416
-12.563201,1,232.573416
-13.435598,1,232.589581
-14.302946,1,232.589581
-11.805042,1,232.589581
-19.344322,1,232.589581
-13.334356,1,232.589581
-12.670196,1,232.589581
-16.39922,1,232.589581
-10.329378,1,232.589581
-27.138137,1,232.589581
-28.291518,1,232.605407
-6.736287,1,232.605407
-13.086751,1,232.605407
-19.188016,1,232.605407
-23.805335,1,232.605407
-13.545709,1,232.605407
-15.165402,1,232.605407
-30.665334,1,232.605407
-19.960933,1,232.605407
-32.922548,1,232.605407
-15.324453,1,232.605407
-13.338724,1,232.622826
-35.160597,1,232.622826
-23.205746,1,232.622826
-39.992256,1,232.622826
-11.013579,1,232.622826
-27.503558,1,232.622826
-18.910843,1,232.622826
-16.963806,1,232.622826
-15.995997,1,232.637725
-17.265112,1,232.641818
-16.371627,1,232.64392
-17.355091,1,232.647943
100.0,1,232.649141
-17.163349,1,232.651133
-15.384276,1,232.653135
100.0,1,232.655419
-17.588732,1,232.656468
-36.143263,1,232.658464
-30.108653,1,232.659516
-22.91671,1,232.661842
-22.602009,1,232.662968
-21.422377,1,232.664967
-13.966216,1,232.666968
-17.59846,1,232.667979
-26.794215,1,232.668977
100.0,1,232.67167
-9.640359,1,232.67167
-17.597023,1,232.67167
-57.348976,1,232.67167
-24.165904,1,232.67167
-34.964118,1,232.67167
-20.99044,1,232.67167
-36.234213,1,232.67167
-19.368813,1,232.67167
100.0,1,232.684711
-28.029025,1,232.684711
-15.613317,1,232.684711
-18.030139,1,232.684711
100.0,1,232.684711
-26.010619,1,232.684711
-24.80777,1,232.684711
-21.369125,1,232.684711
-29.038928,1,232.684711
-21.134184,1,232.684711
-25.164079,1,232.700494
-19.660221,1,232.700494
-16.665926,1,232.700494
-21.979541,1,232.700494
-19.726129,1,232.700494
-15.915683,1,232.716235
-17.882677,1,232.716235
-47.246713,1,232.716235
-45.063936,1,232.716235
-21.874491,1,232.716235
-10.404014,1,232.734184
-21.013932,1,232.734184
-20.633481,1,232.734184
100.0,1,232.734184
-30.616047,1,232.748636
-17.411202,1,232.750197
-19.18867,1,232.752469
-15.465038,1,232.753453
-8.866283,1,232.753453
-20.144053,1,232.753453
-14.371331,1,232.759463
100.0,1,232.762453
-28.448331,1,232.764452
100.0,1,232.765452
-15.565425,1,232.767719
-11.715727,1,232.770713
-10.884947,1,232.772717
-23.253921,1,232.772717
-20.080717,1,232.772717
-9.840797,1,232.772717
-26.635153,1,232.772717
-8.604259,1,232.772717
-44.523525,1,232.772717
-18.35971,1,232.772717
-19.92201,1,232.788601
-15.170158,1,232.788601
-11.197659,1,232.788601
-14.942503,1,232.788601
-41.988445,1,232.788601
100.0,1,232.788601
-22.550813,1,232.788601
-26.586342,1,232.788601
-17.95093,1,232.804776
-26.137013,1,232.804776
-27.794531,1,232.804776
-12.655003,1,232.804776
-18.239824,1,232.804776
-19.462278,1,232.804776
-19.290698,1,232.804776
-19.058982,1,232.804776
-43.432128,1,232.804776
-13.504538,1,232.804776
-25.062487,1,232.820901
-21.205662,1,232.820901
-9.468175,1,232.820901
-32.037796,1,232.820901
-40.336379,1,232.820901
100.0,1,232.820901
-21.053641,1,232.820901
-21.424976,1,232.820901
-15.97957,1,232.820901
-14.344418,1,232.820901
-26.031277,1,232.836914
-13.25058,1,232.836914
-32.644854,1,232.836914
-18.938263,1,232.836914
-9.319912,1,232.836914
-16.686445,1,232.836914
-17.675226,1,232.836914
-31.051382,1,232.836914
-36.849821,1,232.836914
-18.317445,1,232.854039
-25.007322,1,232.856459
-26.66855,1,232.859223
100.0,1,232.863722
-19.14585,1,232.866723
-18.272983,1,232.86973
-9.510645,1,232.871977
-8.889583,1,232.872968
-19.17603,1,232.874974
-9.530986,1,232.875976
-14.071843,1,232.876977
-43.531468,1,232.876977
-23.316971,1,232.876977
-25.353819,1,232.876977
-17.217116,1,232.876977
-11.988575,1,232.876977
-26.725366,1,232.876977
-12.440877,1,232.876977
-17.69659,1,232.876977
-8.380443,1,232.876977
-38.926613,1,232.892836
-11.248779,1,232.892836
100.0,1,232.892836
-12.144872,1,232.892836
-28.998362,1,232.892836
-16.685206,1,232.892836
-33.058944,1,232.892836
-23.160886,1,232.892836
-8.445117,1,232.892836
-43.629822,1,232.892836
100.0,1,232.908945
100.0,1,232.908945
-28.555616,1,232.908945
-24.108892,1,232.908945
-26.955706,1,232.908945
-17.567048,1,232.924937
-24.494684,1,232.924937
-33.714919,1,232.924937
-17.018497,1,232.924937
-23.386567,1,232.924937
-13.158909,1,232.941047
-16.477156,1,232.941047
-29.034988,1,232.941047
-21.33562,1,232.941047
-19.479744,1,232.941047
-23.681211,1,232.941047
-36.187202,1,232.941047
-11.241898,1,232.941047
-8.368372,1,232.941047
-15.622047,1,232.95851
100.0,1,232.961225
-15.126136,1,232.963348
-26.30534,1,232.963348
-22.58269,1,232.966867
-19.77749,1,232.968066
-17.216869,1,232.970064
-9.35126,1,232.971071
-28.123988,1,232.973068
-10.294098,1,232.974104
-13.11655,1,232.976359
-28.145344,1,232.977374
100.0,1,232.979357
-49.539698,1,232.980364
-18.315859,1,232.981354
-9.954684,1,232.981354
-20.635157,1,232.981354
-35.432003,1,232.981354
-15.735841,1,232.981354
-20.256685,1,232.981354
-15.764281,1,232.981354
-36.864765,1,232.981354
-28.211888,1,232.981354
-23.087479,1,232.981354
-11.066109,1,232.998086
-21.802767,1,233.000101
-20.062046,1,233.000101
-27.513681,1,233.002111
-33.659744,1,233.00412
-10.342837,1,233.006129
-22.695859,1,233.006129
-11.005237,1,233.008138
-18.868295,1,233.010146
-22.493069,1,233.012155
-13.888248,1,233.014335
-43.095672,1,233.018675
-48.126436,1,233.021677
-34.114636,1,233.022344
-39.536002,1,233.022344
-19.201575,1,233.022344
-27.270271,1,233.022344
-27.613038,1,233.022344
-8.638743,1,233.022344
-33.191431,1,233.022344
-17.062051,1,233.022344
-17.491571,1,233.022344
-14.229442,1,233.037629
-10.814643,1,233.038434
-44.552236,1,233.038434
-17.710761,1,233.038434
-13.228371,1,233.038434
-8.349502,1,233.038434
100.0,1,233.038434
-18.028143,1,233.038434
-29.097621,1,233.038434
-27.452472,1,233.038434
-17.103269,1,233.054449
-32.448088,1,233.054449
-13.148424,1,233.054449
-15.572177,1,233.054449
-28.401967,1,233.069401
-33.071958,1,233.07147
-11.744536,1,233.072466
-15.049319,1,233.074554
-12.176716,1,233.076549
-42.94107,1,233.077593
100.0,1,233.07856
-28.666842,1,233.07856
100.0,1,233.07856
100.0,1,233.07856
-23.190234,1,233.085018
-16.367591,1,233.085018
-17.398625,1,233.085018
-37.373199,1,233.09178
-17.931818,1,233.092846
-32.986074,1,233.094841
-23.425077,1,233.095852
-34.203563,1,233.097845
-11.970461,1,233.098859
-15.520143,1,233.101109
-13.369606,1,233.103113
-19.959508,1,233.104118
-21.036561,1,233.106107
-7.890129,1,233.106107
-12.014456,1,233.106107
-27.624121,1,233.106107
-11.309812,1,233.106107
-9.551831,1,233.106107
-8.750433,1,233.106107
-14.780282,1,233.106107
-21.622723,1,233.106107
-13.23677,1,233.106107
-10.509019,1,233.106107
-23.8479,1,233.122159
-17.259187,1,233.122159
-34.493468,1,233.122159
-25.030112,1,233.122159
-17.19809,1,233.122159
-16.300512,1,233.122159
-15.454588,1,233.122159
-43.75371,1,233.122159
-29.633717,1,233.122159
-33.536807,1,233.138286
-9.351451,1,233.138286
-13.908576,1,233.138286
-13.082199,1,233.138286
-16.232419,1,233.138286
-15.629606,1,233.138286
-15.136735,1,233.138286
-15.56615,1,233.138286
-9.761639,1,233.138286
-11.437312,1,233.138286
-24.898564,1,233.138286
-14.117084,1,233.154377
-18.555158,1,233.154377
-16.302979,1,233.154377
-35.873515,1,233.154377
-30.070615,1,233.154377
100.0,1,233.154377
-17.63153,1,233.154377
-16.359203,1,233.154377
-34.967242,1,233.154377
-18.413983,1,233.172145
100.0,1,233.174156
-8.033874,1,233.176171
-14.195796,1,233.176171
100.0,1,233.176171
-10.829545,1,233.176171
-28.262433,1,233.176171
-26.435954,1,233.176171
-14.447832,1,233.185982
-18.173604,1,233.187653
-18.800629,1,233.189977
-33.122679,1,233.192045
-29.623205,1,233.192045
-26.346817,1,233.195809
-10.403811,1,233.197065
-25.115929,1,233.199062
-20.396251,1,233.200058
-13.11508,1,233.202062
-24.828837,1,233.203009
100.0,1,233.205243
-23.284302,1,233.207245
-16.221446,1,233.208243
-38.588173,1,233.210215
-21.784286,1,233.210215
-35.130432,1,233.210215
-15.161521,1,233.210215
-9.303847,1,233.210215
-26.70073,1,233.210215
-12.211431,1,233.210215
-31.488697,1,233.210215
100.0,1,233.210215
-22.450863,1,233.210215
-24.307473,1,233.210215
-14.401762,1,233.226268
-8.624775,1,233.226268
-15.618504,1,233.226268
-15.590347,1,233.226268
-12.457595,1,233.226268
-19.576083,1,233.226268
-29.781179,1,233.226268
-16.589799,1,233.226268
-14.316993,1,233.226268
-25.742917,1,233.242095
-18.03032,1,233.242095
-21.780498,1,233.242095
-10.447454,1,233.242095
-15.722913,1,233.242095
100.0,1,233.242095
-27.899732,1,233.242095
-23.827371,1,233.242095
-16.043463,1,233.242095
-15.358477,1,233.242095
-37.581496,1,233.257962
-19.490905,1,233.258571
-16.72854,1,233.258571
-37.412967,1,233.258571
-9.871181,1,233.258571
-15.931621,1,233.258571
-15.61946,1,233.258571
-22.369459,1,233.258571
-14.177578,1,233.258571
100.0,1,233.258571
-28.357856,1,233.273965
-12.645747,1,233.276411
100.0,1,233.276411
100.0,1,233.276411
-12.950243,1,233.276411
-18.60721,1,233.276411
-32.919157,1,233.276411
-22.816972,1,233.276411
100.0,1,233.276411
-17.542979,1,233.289778
