#{"t_start": 1770201107.09923, "env_id": "None"}
r,l,t
-37.609822,1,38.677497
-11.265378,1,38.677497
-12.128682,1,38.677497
-15.919772,1,38.677497
-24.845354,1,38.677497
-50.223888,1,38.677497
-16.473766,1,38.691046
-21.083812,1,38.695263
-19.452583,1,38.695263
-36.078418,1,38.695263
-12.700035,1,38.695263
-23.424318,1,38.695263
-43.604103,1,38.707772
-22.601732,1,38.710949
-18.352635,1,38.710949
100.0,1,38.710949
-40.04295,1,38.710949
-21.333738,1,38.710949
-29.240621,1,38.710949
-23.745139,1,38.723946
-44.540372,1,38.723946
-36.173816,1,38.723946
-17.482927,1,38.723946
-13.137448,1,38.723946
-30.740508,1,38.723946
100.0,1,38.723946
-33.5227,1,38.723946
-36.104944,1,38.739697
-29.557227,1,38.741554
-7.209145,1,38.742702
-15.386481,1,38.744891
-7.561333,1,38.744891
-18.599671,1,38.744891
-24.996305,1,38.748875
-21.642999,1,38.750938
-5.226387,1,38.752934
-26.771333,1,38.753934
-55.012226,1,38.754933
-24.854669,1,38.757193
-25.637846,1,38.763289
-26.035173,1,38.763289
-36.049997,1,38.763289
-9.270136,1,38.763289
-41.01988,1,38.763289
-43.095672,1,38.779218
-16.304053,1,38.779218
-15.264884,1,38.779218
-15.128529,1,38.779218
-20.397768,1,38.779218
-16.586097,1,38.779218
100.0,1,38.779218
-45.797675,1,38.779218
-11.093509,1,38.779218
-31.802248,1,38.779218
-52.337609,1,38.795126
-38.808547,1,38.797357
-18.37887,1,38.798455
-10.709515,1,38.800643
-12.079289,1,38.801649
-17.605063,1,38.803282
-31.325974,1,38.805421
-6.300479,1,38.807483
-21.641229,1,38.808488
-24.727927,1,38.810486
-20.278469,1,38.812513
-30.681936,1,38.813525
-11.82977,1,38.815511
-33.787494,1,38.81651
-27.128313,1,38.818234
-12.009228,1,38.82069
-44.501659,1,38.82069
-23.767727,1,38.8227
-52.488556,1,38.824709
-21.371198,1,38.826718
-13.242424,1,38.826718
-35.988639,1,38.828725
-26.70073,1,38.830734
-33.609244,1,38.836805
-29.261303,1,38.838856
-8.13638,1,38.839858
-23.944486,1,38.842023
-14.223817,1,38.843022
-36.617171,1,38.845023
-26.146278,1,38.846382
-50.922403,1,38.848508
-21.655059,1,38.849608
-38.748839,1,38.851611
-31.871472,1,38.853793
-14.645042,1,38.853793
-21.853764,1,38.853793
-32.62783,1,38.853793
-30.929211,1,38.860945
-14.910429,1,38.861948
-25.313788,1,38.864948
-10.949034,1,38.868207
-16.908228,1,38.871207
-20.765936,1,38.874206
-23.578825,1,38.874206
-12.193767,1,38.874206
-42.781637,1,38.874206
-62.409527,1,38.874206
-18.822477,1,38.874206
-36.106464,1,38.889957
-22.114194,1,38.889957
-16.718246,1,38.889957
-36.7887,1,38.889957
-25.712333,1,38.889957
-32.270198,1,38.905659
-28.14186,1,38.905659
-28.419452,1,38.905659
-24.530199,1,38.905659
-38.608971,1,38.905659
-22.736331,1,38.921604
-23.169875,1,38.921604
-45.333675,1,38.921604
-5.79361,1,38.921604
-8.832786,1,38.921604
-10.33517,1,38.921604
-37.848073,1,38.921604
-25.03455,1,38.921604
-34.672114,1,38.921604
-20.030901,1,38.921604
-17.937953,1,38.921604
-10.252083,1,38.940044
-35.809214,1,38.942056
-18.107889,1,38.942056
-9.859551,1,38.942056
-50.205578,1,38.942056
-20.529549,1,38.942056
-38.193252,1,38.942056
-22.862933,1,38.942056
-31.657677,1,38.942056
-36.986167,1,38.954509
-30.13399,1,38.957144
-9.585379,1,38.959105
-10.00917,1,38.959969
-57.59381,1,38.959969
-7.990171,1,38.964234
-37.366504,1,38.967183
-21.906346,1,38.970178
-5.82137,1,38.973167
100.0,1,38.976153
-28.419452,1,38.977961
-17.710883,1,38.977961
-42.85112,1,38.977961
-31.67097,1,38.977961
-25.853699,1,38.977961
-7.052667,1,38.993417
-37.521142,1,38.995436
-20.141282,1,38.995436
-6.012129,1,38.997448
-9.889398,1,38.999457
-27.783548,1,39.001465
-28.582436,1,39.003474
-31.689005,1,39.003474
-47.536791,1,39.005481
100.0,1,39.007489
-8.328952,1,39.009242
-15.542925,1,39.009242
-39.228611,1,39.009242
-9.802204,1,39.009242
-58.325021,1,39.009242
-27.787243,1,39.009242
-17.530057,1,39.009242
-25.444438,1,39.009242
-29.012406,1,39.009242
-12.856909,1,39.009242
-18.071776,1,39.009242
-12.968038,1,39.026109
-48.315239,1,39.028174
-21.947779,1,39.030174
-14.602862,1,39.031168
-32.942952,1,39.033173
-39.449846,1,39.034675
-13.938474,1,39.03572
-16.950389,1,39.037722
-35.383128,1,39.03872
-52.861543,1,39.042472
-36.42128,1,39.042472
-8.795464,1,39.042472
-32.61225,1,39.042472
-19.079309,1,39.042472
-30.10443,1,39.042472
-18.014213,1,39.042472
-23.835536,1,39.042472
-20.99828,1,39.057476
-30.029535,1,39.059577
-24.155225,1,39.060982
-24.502067,1,39.063874
-10.939999,1,39.065886
-51.284344,1,39.065886
-32.307305,1,39.069478
-35.539535,1,39.070477
-18.502309,1,39.072474
-6.078426,1,39.073481
-15.365482,1,39.075429
-13.801882,1,39.078627
-13.748795,1,39.082627
-33.142275,1,39.082627
-25.432205,1,39.082627
-44.642786,1,39.082627
-17.355091,1,39.082627
-31.765318,1,39.082627
-8.311267,1,39.101252
-6.421933,1,39.104132
-6.854166,1,39.107138
-38.274147,1,39.110075
-11.940634,1,39.11337
-16.443996,1,39.116789
-33.232542,1,39.116789
-6.214399,1,39.116789
-31.472978,1,39.125496
-27.517183,1,39.128525
-32.928054,1,39.132321
-30.632721,1,39.13531
-26.031277,1,39.137669
-28.309993,1,39.139787
-16.463379,1,39.140786
-22.222457,1,39.141792
-23.251869,1,39.143836
-23.588696,1,39.144627
100.0,1,39.144627
-36.167275,1,39.144627
-13.59513,1,39.144627
-12.959225,1,39.144627
-38.24439,1,39.144627
-48.925693,1,39.144627
-18.800629,1,39.144627
-42.687268,1,39.15991
-44.66758,1,39.162207
-21.082115,1,39.163473
-27.656143,1,39.165583
-28.530428,1,39.16655
-20.142218,1,39.16655
-25.742336,1,39.16655
-26.513936,1,39.16655
100.0,1,39.173669
-20.0754,1,39.174664
-54.826789,1,39.176656
-19.689014,1,39.178665
-18.59556,1,39.179936
-16.439134,1,39.180993
-17.878648,1,39.182996
-9.765626,1,39.184992
-28.744098,1,39.185994
-17.569547,1,39.186993
-10.568202,1,39.186993
-17.044259,1,39.186993
100.0,1,39.186993
-20.634414,1,39.186993
-7.129269,1,39.186993
-29.588739,1,39.186993
-38.492303,1,39.186993
-23.070878,1,39.186993
-46.355019,1,39.186993
-16.53903,1,39.202954
100.0,1,39.202954
-14.224883,1,39.202954
-24.947978,1,39.202954
-45.874968,1,39.202954
-11.494091,1,39.202954
100.0,1,39.202954
-41.261367,1,39.202954
-40.122203,1,39.202954
-35.971629,1,39.202954
-19.723802,1,39.202954
-12.914548,1,39.21903
-11.957948,1,39.221053
-17.50296,1,39.223068
-41.615649,1,39.223068
-20.841404,1,39.223068
-22.046843,1,39.223068
-30.260086,1,39.223068
-27.014828,1,39.223068
-14.750737,1,39.223068
-8.601955,1,39.234911
-34.196706,1,39.234911
-44.618485,1,39.234911
100.0,1,39.234911
-21.534876,1,39.234911
-6.36203,1,39.234911
-25.886747,1,39.234911
-9.774126,1,39.234911
-27.497883,1,39.234911
-12.415438,1,39.234911
-25.742336,1,39.234911
-18.42722,1,39.252973
-10.940765,1,39.254985
-8.625286,1,39.254985
-10.55848,1,39.254985
100.0,1,39.254985
-9.690746,1,39.254985
-20.048519,1,39.254985
-26.184334,1,39.254985
-16.18051,1,39.254985
-34.831868,1,39.267083
-21.231836,1,39.268912
-43.095672,1,39.270193
-23.796413,1,39.272052
-14.539204,1,39.27405
-17.633699,1,39.27405
-43.044912,1,39.277405
-38.887321,1,39.278854
-25.548256,1,39.279913
-21.753802,1,39.281916
-24.369354,1,39.283849
-19.668572,1,39.284911
-17.662873,1,39.286884
-34.657748,1,39.288883
-22.797814,1,39.289883
-23.164759,1,39.290886
-10.277637,1,39.295032
-27.787645,1,39.298032
-15.989515,1,39.298032
-17.963731,1,39.298032
-15.66805,1,39.298032
-12.129101,1,39.298032
-19.957215,1,39.298032
-51.721119,1,39.313854
-30.00699,1,39.313854
-9.094399,1,39.313854
-35.274222,1,39.313854
-11.91,1,39.313854
-24.141322,1,39.313854
-29.262101,1,39.313854
-33.913941,1,39.313854
-38.773751,1,39.313854
-40.66909,1,39.313854
-19.601701,1,39.329678
-17.755388,1,39.329678
-6.952167,1,39.329678
-8.846102,1,39.329678
-15.419225,1,39.329678
-39.100753,1,39.329678
-53.120528,1,39.329678
-16.539216,1,39.329678
-20.416811,1,39.329678
-16.255052,1,39.329678
-48.700825,1,39.329678
-12.677256,1,39.345811
-36.377092,1,39.345811
-39.103828,1,39.345811
-36.550156,1,39.345811
-22.139738,1,39.345811
-11.556991,1,39.345811
-15.663347,1,39.345811
-40.975333,1,39.345811
-18.657281,1,39.345811
-18.827846,1,39.345811
-10.272792,1,39.365421
100.0,1,39.367435
-26.643123,1,39.367435
-16.302097,1,39.367435
-26.654453,1,39.367435
-31.605748,1,39.367435
-39.002785,1,39.367435
-42.857701,1,39.367435
-46.596032,1,39.377942
-38.106453,1,39.380033
-15.152689,1,39.381917
-12.031735,1,39.38296
-30.986132,1,39.385017
-40.815926,1,39.385017
-10.975356,1,39.388396
-15.233917,1,39.389576
-8.947283,1,39.390646
-24.920603,1,39.39263
-16.971878,1,39.393633
-23.386567,1,39.395637
-56.86415,1,39.397012
-35.204872,1,39.398005
-32.336536,1,39.400001
-33.848599,1,39.401003
-28.407701,1,39.4043
-35.381183,1,39.407301
-11.865198,1,39.409297
-13.784506,1,39.409297
-40.014774,1,39.409297
-31.045144,1,39.409297
-14.395181,1,39.409297
-17.304286,1,39.425065
-37.328576,1,39.425065
-14.479846,1,39.425065
-30.548463,1,39.425065
-31.297442,1,39.425065
-22.342754,1,39.425065
-59.900631,1,39.425065
-22.824145,1,39.425065
-15.225287,1,39.425065
-19.180381,1,39.425065
-17.171687,1,39.425065
-7.795043,1,39.441231
-10.323995,1,39.441231
-38.913505,1,39.441231
-25.108658,1,39.441231
-13.452085,1,39.441231
-16.827277,1,39.441231
-16.39922,1,39.441231
-14.027488,1,39.441231
-47.817684,1,39.441231
-31.549167,1,39.441231
-12.325347,1,39.457236
-12.653226,1,39.457236
-32.45701,1,39.457236
-8.956085,1,39.457236
100.0,1,39.457236
-13.177182,1,39.457236
-32.087049,1,39.457236
-36.212272,1,39.457236
-14.22159,1,39.457236
-18.928736,1,39.457236
-45.894543,1,39.457236
-24.736848,1,39.475406
-20.008173,1,39.477421
-15.368165,1,39.479431
-9.026205,1,39.479431
-33.568379,1,39.481439
-14.599007,1,39.483448
-32.876441,1,39.485456
-7.598026,1,39.485456
-26.886217,1,39.487464
-17.116469,1,39.489968
-17.137453,1,39.491548
-7.171412,1,39.493561
-7.163611,1,39.495829
-32.83347,1,39.495829
-15.816353,1,39.50002
-23.481007,1,39.501029
-21.727208,1,39.503031
-53.408839,1,39.504017
-37.310881,1,39.50597
-16.532962,1,39.508085
-51.03857,1,39.510084
-30.827034,1,39.511085
-12.809478,1,39.513082
-11.784494,1,39.513082
-39.596451,1,39.513082
-35.031444,1,39.513082
-38.369472,1,39.513082
-9.866984,1,39.513082
-44.589155,1,39.513082
100.0,1,39.513082
-19.711571,1,39.513082
-7.208183,1,39.513082
-21.530118,1,39.513082
-9.834265,1,39.529054
-35.96443,1,39.529054
100.0,1,39.529054
-48.2001,1,39.529054
-56.641033,1,39.529054
-8.377514,1,39.529054
-49.426567,1,39.529054
-32.545697,1,39.529054
-40.150147,1,39.529054
-39.926204,1,39.529054
-33.131628,1,39.54502
-6.702653,1,39.54502
-15.44995,1,39.54502
-36.211736,1,39.54502
-9.106376,1,39.54502
-23.298877,1,39.54502
100.0,1,39.54502
-14.913643,1,39.54502
-17.492633,1,39.54502
-35.813899,1,39.54502
-13.721877,1,39.560921
100.0,1,39.562254
-33.332174,1,39.562254
-5.211307,1,39.562254
-10.352125,1,39.562254
-52.064648,1,39.562254
100.0,1,39.562254
-21.424314,1,39.562254
-21.186793,1,39.562254
-22.086855,1,39.562254
-23.685636,1,39.562254
-8.515921,1,39.578945
100.0,1,39.578945
-66.615731,1,39.578945
-56.535494,1,39.578945
-8.125526,1,39.578945
-22.900379,1,39.578945
-23.484762,1,39.578945
-39.241527,1,39.578945
-7.321264,1,39.578945
-35.678421,1,39.595791
-11.03766,1,39.598397
-20.857758,1,39.599453
-27.678468,1,39.599453
-22.797814,1,39.603215
-33.706977,1,39.605369
-34.263587,1,39.606367
-26.377929,1,39.608409
-8.075047,1,39.609412
-22.532054,1,39.612287
-15.027003,1,39.615288
-41.897529,1,39.618313
-24.553027,1,39.621306
-9.758743,1,39.624312
-18.570145,1,39.624312
-12.436228,1,39.624312
-5.13897,1,39.624312
-22.88826,1,39.624312
-28.975471,1,39.624312
-40.366709,1,39.640815
-38.942448,1,39.640815
-16.213198,1,39.640815
-31.465457,1,39.640815
-12.374972,1,39.640815
-14.915293,1,39.640815
-30.986132,1,39.640815
-42.287937,1,39.640815
-14.148319,1,39.640815
-21.633006,1,39.640815
-10.114696,1,39.655893
-16.123604,1,39.655893
-12.076692,1,39.655893
-10.1141,1,39.655893
-15.881267,1,39.655893
-20.753643,1,39.655893
-39.036809,1,39.655893
-45.983797,1,39.655893
-25.281635,1,39.655893
-11.770148,1,39.655893
-17.848842,1,39.672062
-21.774701,1,39.672062
-17.001253,1,39.672062
-31.884169,1,39.672062
-8.683259,1,39.672062
-40.949795,1,39.672062
-10.322547,1,39.672062
-27.63152,1,39.672062
-49.116722,1,39.672062
-8.032498,1,39.672062
-17.103811,1,39.689991
-14.633126,1,39.692005
-20.227131,1,39.692005
-9.007806,1,39.692005
-54.715652,1,39.692005
-8.270514,1,39.692005
-42.207935,1,39.692005
-22.486712,1,39.692005
-7.816625,1,39.692005
-15.973079,1,39.7052
-19.881006,1,39.70627
100.0,1,39.70831
100.0,1,39.710383
-8.950671,1,39.710383
-24.838374,1,39.710383
-31.499233,1,39.714185
-26.650405,1,39.714185
-25.42427,1,39.714185
-28.133124,1,39.714185
-29.467326,1,39.714185
-38.514782,1,39.722112
-44.591486,1,39.724098
-5.481954,1,39.725096
-54.057536,1,39.727098
-19.399712,1,39.728426
-31.477674,1,39.729567
-20.451461,1,39.731556
-11.62367,1,39.73256
-27.654301,1,39.734558
-28.196611,1,39.735563
-16.773559,1,39.735563
-21.822016,1,39.735563
-16.491411,1,39.735563
-22.642095,1,39.735563
-18.486974,1,39.735563
-8.233465,1,39.735563
-20.268856,1,39.735563
-17.660726,1,39.735563
-29.421219,1,39.735563
-23.970327,1,39.75144
-26.031277,1,39.75144
-16.949183,1,39.75144
-24.254737,1,39.75144
-19.014676,1,39.75144
-23.982248,1,39.75144
-9.843932,1,39.75144
-14.73051,1,39.75144
-20.753212,1,39.75144
-40.815722,1,39.75144
-22.137083,1,39.767213
-55.051406,1,39.767213
-20.155193,1,39.767213
-28.141634,1,39.767213
-11.42165,1,39.767213
-14.724299,1,39.767213
-20.356363,1,39.767213
-32.232498,1,39.767213
-17.645407,1,39.767213
-34.298319,1,39.767213
-46.417243,1,39.78293
-34.52376,1,39.78293
-41.507328,1,39.78293
-25.976075,1,39.78293
-26.137004,1,39.78293
-16.034419,1,39.78293
-35.244684,1,39.78293
-23.373247,1,39.78293
100.0,1,39.78293
-6.119829,1,39.78293
-22.272994,1,39.78293
-26.469975,1,39.800939
-13.004474,1,39.802951
-28.190898,1,39.804961
-35.902586,1,39.804961
-36.55379,1,39.804961
-28.988216,1,39.804961
-26.794215,1,39.804961
-31.960305,1,39.804961
-10.445977,1,39.804961
-6.272179,1,39.815958
-14.754078,1,39.817131
-39.592426,1,39.819312
-23.916717,1,39.821203
-12.404695,1,39.821203
-13.779744,1,39.821203
-21.3922,1,39.825211
-10.309276,1,39.827321
-29.528771,1,39.82832
-15.609793,1,39.83032
-16.243516,1,39.83132
-33.672204,1,39.832316
-32.293426,1,39.834726
-35.306493,1,39.835744
-21.546679,1,39.837726
-26.515724,1,39.838721
-30.304286,1,39.839727
-26.607296,1,39.839727
-14.360666,1,39.839727
-9.763384,1,39.839727
-36.011246,1,39.839727
-19.493178,1,39.839727
-29.334847,1,39.839727
-20.20902,1,39.839727
-26.627337,1,39.839727
100.0,1,39.839727
-24.436711,1,39.855645
-42.860633,1,39.855645
-15.398493,1,39.855645
100.0,1,39.855645
-32.674443,1,39.855645
-8.765489,1,39.855645
-28.135237,1,39.855645
-9.638858,1,39.855645
-14.031995,1,39.855645
-13.473053,1,39.855645
-30.067741,1,39.855645
-20.452006,1,39.871755
-12.099266,1,39.871755
-7.442322,1,39.871755
-5.551537,1,39.871755
-13.478501,1,39.871755
-12.778421,1,39.871755
-5.964224,1,39.871755
-9.024781,1,39.871755
-24.589035,1,39.871755
-29.267476,1,39.871755
-10.366955,1,39.887697
-15.369301,1,39.887697
-18.259742,1,39.887697
-12.978718,1,39.887697
-26.437192,1,39.887697
-21.134184,1,39.887697
-19.846657,1,39.887697
-8.102057,1,39.887697
-5.578724,1,39.887697
-18.547516,1,39.887697
-14.071108,1,39.887697
-32.353028,1,39.906606
-11.178017,1,39.906606
-30.259375,1,39.906606
-11.031223,1,39.906606
-27.500727,1,39.906606
-23.368534,1,39.906606
-21.575514,1,39.906606
-23.100702,1,39.906606
-5.701441,1,39.906606
-41.701271,1,39.920603
-24.856319,1,39.922377
-14.346279,1,39.924177
-25.690063,1,39.925256
-44.536506,1,39.926239
100.0,1,39.926239
-22.497902,1,39.930536
-27.839912,1,39.931526
-20.547098,1,39.933526
-35.114483,1,39.934528
-6.374085,1,39.936851
-19.047179,1,39.93791
-19.18521,1,39.939984
-15.343025,1,39.940987
-16.449155,1,39.942985
-16.876247,1,39.943981
-19.381968,1,39.943981
-8.009475,1,39.943981
-6.017139,1,39.943981
-35.88838,1,39.943981
-5.764689,1,39.943981
-17.014036,1,39.943981
-24.668622,1,39.943981
-11.526653,1,39.943981
-9.527885,1,39.943981
-21.159233,1,39.943981
-45.523831,1,39.960142
-16.415744,1,39.960142
-26.849603,1,39.960142
-9.058506,1,39.960142
-54.10386,1,39.960142
-20.548899,1,39.960142
-19.215917,1,39.960142
-23.779464,1,39.960142
-13.665974,1,39.960142
-37.279198,1,39.960142
-19.650272,1,39.975921
-11.944581,1,39.975921
-39.305534,1,39.975921
-32.577785,1,39.975921
-37.115715,1,39.975921
-20.676435,1,39.975921
-27.313675,1,39.975921
-12.249326,1,39.975921
-24.485732,1,39.975921
-38.107033,1,39.975921
-14.158059,1,39.975921
-23.271222,1,39.992674
-24.807066,1,39.992674
-34.736668,1,39.992674
-20.120137,1,39.992674
-42.997318,1,39.992674
-21.839743,1,40.010016
-33.534359,1,40.012027
-15.137158,1,40.014041
-11.071357,1,40.014041
-32.057241,1,40.014041
-16.752198,1,40.014041
-16.135978,1,40.014041
-31.139715,1,40.014041
-6.837062,1,40.014041
-23.305309,1,40.024309
-37.810563,1,40.026366
-45.373236,1,40.029204
-34.8526,1,40.030209
-17.693331,1,40.030209
-24.919337,1,40.034786
-25.846316,1,40.037781
-28.742121,1,40.040662
-18.028143,1,40.042839
-11.369868,1,40.04384
-28.50788,1,40.045841
-42.791803,1,40.046835
-9.579563,1,40.047832
-17.554371,1,40.047832
-10.259369,1,40.047832
100.0,1,40.047832
-18.735223,1,40.047832
-9.965731,1,40.047832
-33.293068,1,40.047832
-27.250232,1,40.047832
-21.567892,1,40.047832
-39.970653,1,40.047832
-18.408276,1,40.047832
-58.963239,1,40.063874
-16.553568,1,40.063874
-25.351615,1,40.063874
-30.258023,1,40.063874
-42.433537,1,40.063874
-6.79602,1,40.063874
-19.504702,1,40.063874
-5.651914,1,40.063874
-23.032401,1,40.063874
-42.592062,1,40.063874
-17.707819,1,40.07983
-13.144446,1,40.07983
-8.35234,1,40.07983
-44.642786,1,40.07983
-36.084346,1,40.07983
-28.366768,1,40.07983
-16.304053,1,40.07983
-40.197309,1,40.07983
-30.162252,1,40.07983
-25.987266,1,40.07983
-30.20825,1,40.095624
-25.789526,1,40.095624
-8.232954,1,40.095624
-47.92937,1,40.095624
-26.629773,1,40.095624
-37.318715,1,40.095624
-30.263708,1,40.095624
-9.01267,1,40.095624
-34.540653,1,40.095624
-16.648572,1,40.095624
-35.670853,1,40.095624
-6.005674,1,40.114782
-8.726838,1,40.114782
-5.913512,1,40.114782
-8.84363,1,40.114782
-36.045497,1,40.114782
-11.296021,1,40.114782
-34.243949,1,40.114782
-19.544965,1,40.114782
-44.424097,1,40.114782
-12.080857,1,40.129979
-31.325511,1,40.133744
-40.350843,1,40.138836
-62.980786,1,40.141846
-12.963771,1,40.144699
-10.802905,1,40.145927
-32.135859,1,40.147927
-16.030948,1,40.148918
-38.296507,1,40.150919
-13.081967,1,40.15192
-38.227615,1,40.15192
-8.494819,1,40.15192
-15.936217,1,40.15192
-16.880318,1,40.15192
-18.857765,1,40.15192
-41.604859,1,40.15192
-17.834166,1,40.15192
-15.555676,1,40.15192
-15.194932,1,40.15192
-28.311319,1,40.15192
-12.563393,1,40.168048
-13.591557,1,40.168048
-20.438334,1,40.168048
-31.951807,1,40.168048
-34.261092,1,40.168048
-12.203818,1,40.184033
-27.049097,1,40.184033
-23.605947,1,40.184033
-18.732088,1,40.184033
100.0,1,40.184033
-24.259917,1,40.199823
-9.754222,1,40.199823
-18.056023,1,40.199823
-9.913372,1,40.199823
-23.843775,1,40.199823
-11.281811,1,40.199823
-28.75562,1,40.199823
-24.497369,1,40.199823
-18.57183,1,40.199823
-33.565075,1,40.199823
-51.538552,1,40.215574
-17.674351,1,40.219695
-10.623432,1,40.221258
-8.002246,1,40.223386
-11.236936,1,40.22538
-25.83437,1,40.226384
-24.524184,1,40.228107
-26.435263,1,40.230041
-11.134878,1,40.231045
-5.694248,1,40.233047
-56.605748,1,40.234949
-11.43189,1,40.23595
-32.689658,1,40.23595
-31.863832,1,40.23595
-9.635083,1,40.23595
-41.684491,1,40.242749
-12.100178,1,40.242749
-10.788868,1,40.251014
-8.667866,1,40.253961
-14.817709,1,40.257124
-14.562632,1,40.260191
-25.18533,1,40.263187
-28.477634,1,40.263187
-15.153184,1,40.263187
-63.857333,1,40.263187
-36.208494,1,40.263187
-33.765452,1,40.263187
-7.864339,1,40.279855
-25.175551,1,40.281868
-37.441911,1,40.283877
-18.989583,1,40.285887
-12.505276,1,40.287895
-31.073216,1,40.291915
100.0,1,40.291915
-29.618803,1,40.294932
-16.806084,1,40.296943
100.0,1,40.296943
-26.904823,1,40.298949
-12.272989,1,40.300958
-8.290892,1,40.302968
-24.851045,1,40.304981
100.0,1,40.304981
-35.624513,1,40.30699
-18.963303,1,40.308999
-33.265711,1,40.310754
-27.49838,1,40.312766
-21.299801,1,40.314777
-15.894079,1,40.316787
-63.818987,1,40.318797
-43.158506,1,40.318797
-11.412796,1,40.320807
-26.910109,1,40.322817
-23.358635,1,40.324825
-28.477973,1,40.328596
-38.548739,1,40.330611
-37.145338,1,40.332622
-19.695018,1,40.332622
-50.842544,1,40.334633
-26.887758,1,40.336642
-47.660204,1,40.338651
-15.408745,1,40.340661
-39.592232,1,40.342414
-24.305122,1,40.344014
-51.45291,1,40.34629
-18.031037,1,40.347677
100.0,1,40.34881
-34.822283,1,40.34881
-24.615756,1,40.354107
-44.340742,1,40.355107
-18.384592,1,40.357054
-14.523798,1,40.359108
-50.966278,1,40.361262
-27.57356,1,40.363275
-16.565789,1,40.364279
-33.514043,1,40.366279
-38.082156,1,40.367268
-15.428211,1,40.367268
-16.934148,1,40.367268
-50.176412,1,40.367268
-29.938357,1,40.367268
-18.493445,1,40.367268
-17.836329,1,40.367268
-26.799118,1,40.367268
-37.452623,1,40.367268
-14.314299,1,40.383109
-51.52188,1,40.383109
-34.262774,1,40.383109
-21.381136,1,40.383109
100.0,1,40.383109
-13.476276,1,40.399246
-21.973854,1,40.399246
-20.603161,1,40.399246
-27.883757,1,40.399246
-19.387197,1,40.399246
-10.902905,1,40.415264
-8.572552,1,40.416142
-30.499795,1,40.416142
-19.672522,1,40.416142
-48.385092,1,40.416142
-8.468941,1,40.416142
-6.666406,1,40.416142
-25.146836,1,40.416142
-29.865772,1,40.416142
-30.736238,1,40.416142
-32.756743,1,40.433259
-13.537205,1,40.435271
-33.411858,1,40.435271
100.0,1,40.435271
100.0,1,40.447098
-15.473679,1,40.448907
-10.401328,1,40.450924
-13.351067,1,40.452982
-24.44032,1,40.452982
-16.069718,1,40.452982
-20.040016,1,40.458421
-23.855866,1,40.459425
-29.547348,1,40.461022
-44.156664,1,40.463086
-13.149542,1,40.464695
-24.133315,1,40.466851
-20.035769,1,40.468862
-10.067225,1,40.46988
-6.685301,1,40.471851
-37.521503,1,40.471851
-30.013998,1,40.471851
-42.328501,1,40.471851
-33.482596,1,40.471851
-49.011367,1,40.471851
100.0,1,40.471851
-5.271146,1,40.471851
-22.561566,1,40.471851
-15.939959,1,40.471851
-9.113011,1,40.487643
-13.040603,1,40.487643
-12.25382,1,40.487643
-35.989877,1,40.487643
-8.042049,1,40.487643
-24.241374,1,40.487643
-8.648481,1,40.487643
-17.801165,1,40.487643
-15.958991,1,40.487643
-24.07433,1,40.5038
-25.146859,1,40.5038
-29.044149,1,40.5038
-32.192356,1,40.5038
-13.867506,1,40.5038
-42.678547,1,40.5038
-15.272659,1,40.5038
-24.083373,1,40.5038
-40.185501,1,40.5038
-30.710571,1,40.519789
-48.998466,1,40.519789
-12.508664,1,40.519789
-41.375664,1,40.519789
-16.778022,1,40.519789
-32.11652,1,40.519789
-43.819307,1,40.519789
-27.204385,1,40.519789
-18.703896,1,40.519789
-8.210999,1,40.519789
-21.530118,1,40.538731
-27.354065,1,40.538731
-26.493325,1,40.538731
-30.655862,1,40.538731
-26.534918,1,40.538731
-16.019042,1,40.538731
-25.63433,1,40.538731
-48.010479,1,40.553144
-8.89894,1,40.555531
100.0,1,40.558499
-8.761953,1,40.558499
-12.953608,1,40.561848
-23.476545,1,40.564119
-30.597136,1,40.566126
-36.312635,1,40.568118
-33.033995,1,40.569116
-30.396851,1,40.571517
-40.503403,1,40.572515
-17.733601,1,40.574516
-19.153319,1,40.577561
-17.417265,1,40.581559
-12.739591,1,40.58256
-24.190475,1,40.58256
-29.586853,1,40.58256
-19.702999,1,40.58256
-20.195182,1,40.58256
-5.684479,1,40.598452
-14.599396,1,40.600468
-19.478333,1,40.602481
-36.843894,1,40.604493
-39.284974,1,40.606503
-12.066942,1,40.606503
-5.85655,1,40.608514
-30.186916,1,40.610524
-43.64788,1,40.612533
-27.625286,1,40.614288
-32.697986,1,40.6163
-15.117172,1,40.61831
-14.539597,1,40.62032
100.0,1,40.62032
-21.00791,1,40.62233
-46.797682,1,40.624341
-6.722984,1,40.62635
-21.367641,1,40.62836
-23.813665,1,40.630114
-8.424087,1,40.631356
-18.703896,1,40.631356
-30.727941,1,40.631356
-13.223079,1,40.631356
-58.547254,1,40.631356
-15.862428,1,40.631356
-39.17259,1,40.631356
-31.977774,1,40.631356
-26.258024,1,40.649535
-40.92728,1,40.653558
-31.327991,1,40.653558
-31.540008,1,40.65557
-21.032578,1,40.657582
-7.647935,1,40.659593
-15.502357,1,40.661604
100.0,1,40.665027
-8.894615,1,40.667461
-33.76894,1,40.667461
-13.447824,1,40.667461
-44.590989,1,40.67345
-10.687336,1,40.675438
-24.239798,1,40.676439
-19.740236,1,40.678439
-6.053091,1,40.679704
-29.427721,1,40.681839
-27.273395,1,40.68284
-7.710005,1,40.684834
-21.916168,1,40.686832
-8.388114,1,40.686832
-27.014828,1,40.686832
-34.904272,1,40.686832
